Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rp2,M1,E2,M1_2BC,Rch
3772,4,-0.318321717464,-0.324232720555,-0.323173810537,-0.241144983307,2.223150839042,0.483495417341,-0.032536234121,-1.095733613593,0.883608052288,0.232495818763,-0.872389636749,-0.743915446073,-0.500105210151,-0.651971735281,0.949867846418,-1.658594602415,-0.415280755698,Ca51,3/2,-,1.0,-167.79335099999997,Ca51,3/2,-,1.0,-167.79335099999997,12.435348,0.3700666325929975,-0.0421049527898688,12.763309679803129,-1.2662350060562,2.5059459181049997,-0.0201011438606,3.659162550338961
5287,4,-0.355975966789,-0.357231173798,-0.356216176467,-0.242183388595,2.779207512741,0.429880719176,-0.125734894987,-1.369509152273,0.905655842577,0.20654970276,-0.868544396381,-0.741224902628,-0.820088817984,-0.221434314263,0.757740279093,3.187886167978,0.719712036447,Ca51,3/2,-,1.0,-137.050949,Ca51,3/2,-,1.0,-137.050949,13.3098459,0.4084022438532796,-0.0386685669096158,13.679579576943663,-0.6900038379518001,2.5660165952052996,-0.0684139231896998,3.7822930170656615
5407,6,-0.329714237581,-0.337504164393,-0.335489010926,-0.243021549847,2.434388875723,1.361883794238,-0.098211120185,-1.280240106801,0.931472831284,0.212277866463,-0.866563467882,-0.762656096492,-0.586885662788,-0.53235242121,0.903124674934,-1.482510246495,-0.243137561892,Ca51,3/2,-,1.0,-228.038644,Ca51,3/2,-,1.0,-228.038644,12.9556754,0.3338296711711396,-0.0464610533812936,13.243044017789847,-1.3645121545014998,2.7554601111370998,-0.0688531981698,3.724138142951983
7078,4,-0.333445465249,-0.336911362318,-0.337506725737,-0.246097980776,2.527352816945,0.782434660464,-0.004327679098,-1.154339578327,0.766172475443,0.532908962362,-0.862660276905,-0.738147309369,-0.391065451842,-0.756990368257,0.999605791972,-0.564167469489,-0.18045180328,Ca51,3/2,-,1.0,-279.250858,Ca51,3/2,-,1.0,-279.250858,11.5111264,0.3829161590578497,-0.0484330286638971,11.845609530393952,-1.2355170064966001,2.8740380976184996,-0.0079128555427001,3.5315393839505673
15412,4,-0.336678037786,-0.337633529024,-0.337496673934,-0.250521781007,2.487066264973,1.480662155906,-0.000377765293,-1.111432020387,0.816046597305,0.522983321575,-0.851961796265,-0.754939462783,-0.465960461307,-0.696210370241,0.9702425976,-0.082520950317,0.022949233772,Ca51,3/2,-,1.0,-211.029301,Ca51,3/2,-,1.0,-211.029301,12.6804524,0.2497498042603866,-0.0579829349692556,12.872219269291131,-1.4082144215405004,2.6445058776132,-0.015078433580400102,3.6740141751619753
17355,4,-0.336561153286,-0.33070418896,-0.335932473018,-0.224544672229,2.398932671841,0.773157523453,0.058309291234,-1.034842942211,0.655914815072,0.246053008514,-0.726935994258,-0.744303890167,-0.342739287553,-0.847046591711,1.032626946939,3.438269510077,0.624358198542,Ca51,3/2,-,1.0,-144.854829,Ca51,3/2,-,1.0,-144.854829,13.9503542,0.4068895363641698,-0.0348510725807798,14.32239266378339,-0.8804012021121004,2.0386757984227,-0.06955456839289989,3.866335933902199
17862,4,-0.339407331906,-0.346224882003,-0.344764017923,-0.235294677209,2.622145616686,0.926474485368,-0.034361135771,-1.278659916215,0.797885795311,0.242501864652,-0.893021379595,-0.774986637344,-0.633464644149,-0.470639849557,0.86827824714,2.695208283526,0.609130728323,Ca51,3/2,-,1.0,-149.665373,Ca51,3/2,-,1.0,-149.665373,13.3118986,0.3041121776561069,-0.0450810677860905,13.570929709870015,-1.1280609168161997,2.5255794895903003,-0.044329463116699996,3.76790267919303
18060,4,-0.340280973313,-0.340546121747,-0.341688787882,-0.237628162514,2.577477992714,1.145271295162,0.083405575355,-0.888401597679,0.806921994071,0.284284851188,-0.836000012719,-0.765847644927,-0.403501795356,-0.789390242156,0.956625533854,-2.363699016063,-0.239097286356,Ca51,3/2,-,1.0,-173.981232,Ca51,3/2,-,1.0,-173.981232,13.1878429,0.1569747599365555,-0.055234750738959,13.289582909197597,-1.3092237001323002,2.466169301627,-0.0200412316315998,3.730381186849086
18208,6,-0.344004966406,-0.343946783263,-0.347869116257,-0.234567495303,2.666463812408,1.094527839182,0.009644544733,-0.890962729802,0.747596188667,0.3038638834,-0.892955134995,-0.719420368298,-0.476276238839,-0.620618557429,0.987753542416,1.500127316468,0.420315707058,Ca51,3/2,-,1.0,-243.57763,Ca51,3/2,-,1.0,-243.57763,13.5921189,0.4491320942930502,-0.0419637465054873,13.999287247787562,-1.2242524059451003,2.7185957604771,-0.0696922326724001,3.8243232261130284
23778,4,-0.328657229577,-0.327255432275,-0.329000960225,-0.240573665232,2.343591832867,1.491773843029,0.02982155246,-1.063158302609,0.699066698757,0.499009200744,-0.753879185394,-0.727061343852,-0.305586469849,-0.875137485332,1.099406253431,3.884709223548,0.661740777372,Ca51,3/2,-,1.0,-173.92061800000002,Ca51,3/2,-,1.0,-173.92061800000002,13.7676091,0.3123666994858458,-0.0471637714768097,14.032812028009037,-1.2725979477786,2.3413209268701003,-0.042484421588999795,3.828703816960648
24111,6,-0.347389784031,-0.352137646931,-0.346436021317,-0.255202894287,2.789459639443,1.016714226466,-0.025814968845,-1.173114194817,0.843037170003,0.567857783434,-0.875215889135,-0.738656850867,-0.534748542359,-0.608230254267,0.923811002799,-0.401198370376,0.171126088353,Ca51,3/2,-,1.0,-333.974017,Ca51,3/2,-,1.0,-333.974017,11.4714227,0.373818829410407,-0.0404620664545157,11.80477946295589,-1.2189808406590004,2.8770674361229,-0.0330388391541,3.525753870161088
25266,4,-0.332689246953,-0.336354729443,-0.330625456731,-0.24309331515,2.466148750615,0.507794425644,0.054546135869,-0.922750918393,0.79674015176,0.393773329001,-0.773535763886,-0.714947074889,-0.388579918714,-0.772542337833,1.014043464681,-3.661816657592,-0.67160979479,Ca51,3/2,-,1.0,-189.894725,Ca51,3/2,-,1.0,-189.894725,12.3523135,0.3103067459909291,-0.055600110963453,12.607020135027474,-1.1354229452448,2.755486250318,-0.0115805163027,3.637743947150139
26807,4,-0.325228004936,-0.319450891558,-0.322259700062,-0.239838951132,2.167160299447,1.357264654054,0.027412083331,-1.139211537494,0.726749089118,0.441689379722,-0.823430354623,-0.741993389945,-0.34562678068,-0.826568978678,1.126005359662,0.397787740932,-0.189475021575,Ca51,3/2,-,1.0,-190.74146,Ca51,3/2,-,1.0,-190.74146,12.7737608,0.3619360485650712,-0.0479179278114619,13.08777892075361,-1.4470556034873,2.5150105050901996,-0.0215409943635999,3.7032336964811727
27641,6,-0.332965845739,-0.329169170966,-0.333919121534,-0.231783350113,2.267998871741,1.180126152521,-0.018407669941,-1.138716665248,0.752349756619,0.215572570333,-0.788350300063,-0.738825081814,-0.48741127838,-0.700051394556,0.956280474016,1.190193161933,-0.015094917912,Ca51,3/2,-,1.0,-191.108504,Ca51,3/2,-,1.0,-191.108504,14.3661049,0.5742546167605048,-0.0444761971786544,14.89588331958185,-1.4548593642427998,2.0666838134585,-0.0893496547093001,3.9398025597207087
29451,4,-0.331056927,-0.337961082198,-0.332460168577,-0.258502156255,2.453895716358,0.467355808233,-0.025697490676,-1.02929826274,0.953856369543,0.466616626347,-0.867184494074,-0.708004970964,-0.449185100476,-0.703489464765,0.97091337316,1.661469582368,0.337769901169,Ca51,3/2,-,1.0,-264.02807,Ca51,3/2,-,1.0,-264.02807,12.0458953,0.4289919243152547,-0.0445003842483811,12.430386840066873,-1.0289199255353,2.8428363332216,-0.023346265328799902,3.6133845256306274
29919,6,-0.327434455367,-0.323362019428,-0.323514633071,-0.243432844874,2.232625093772,0.582155586536,0.025101828698,-1.019549310443,0.885366660652,0.291211868397,-0.742253531546,-0.714088167013,-0.440268730193,-0.691142585456,0.907257365461,-0.914417821492,-0.238505739068,Ca51,3/2,-,1.0,-224.769085,Ca51,3/2,-,1.0,-224.769085,13.2116956,0.6449509048367039,-0.039374417989589,13.817272086847115,-1.4363528843183004,1.8557618413022006,-0.07089322278480009,3.8004516806357524
