Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rp2,M1,E2,M1_2BC,Rch
3772,4,-0.318321717464,-0.324232720555,-0.323173810537,-0.241144983307,2.223150839042,0.483495417341,-0.032536234121,-1.095733613593,0.883608052288,0.232495818763,-0.872389636749,-0.743915446073,-0.500105210151,-0.651971735281,0.949867846418,-1.658594602415,-0.415280755698,Ca55,5/2,-,1.0,-165.62194699999998,Ca55,5/2,-,1.0,-165.62194699999998,12.5003672,0.6677883479076758,-0.1119723619030531,13.056183186004622,1.5072846403973001,-3.2686199994607996,-0.4907854174125998,3.6958549857921406
5287,4,-0.355975966789,-0.357231173798,-0.356216176467,-0.242183388595,2.779207512741,0.429880719176,-0.125734894987,-1.369509152273,0.905655842577,0.20654970276,-0.868544396381,-0.741224902628,-0.820088817984,-0.221434314263,0.757740279093,3.187886167978,0.719712036447,Ca55,5/2,-,1.0,-130.797966,Ca55,5/2,-,1.0,-130.797966,13.3420131,0.7094002108080036,-0.1111931676079033,13.940220143200102,1.5338193615102005,-0.3984480587523999,-0.486549350878,3.813578507543814
5407,6,-0.329714237581,-0.337504164393,-0.335489010926,-0.243021549847,2.434388875723,1.361883794238,-0.098211120185,-1.280240106801,0.931472831284,0.212277866463,-0.866563467882,-0.762656096492,-0.586885662788,-0.53235242121,0.903124674934,-1.482510246495,-0.243137561892,Ca55,5/2,-,1.0,-227.433437,Ca55,5/2,-,1.0,-227.433437,13.1121158,0.7151640593816285,-0.0986578232810287,13.7286220361006,1.7079919286224998,-3.6154828546494002,-0.5095171491641999,3.785734133044818
7078,4,-0.333445465249,-0.336911362318,-0.337506725737,-0.246097980776,2.527352816945,0.782434660464,-0.004327679098,-1.154339578327,0.766172475443,0.532908962362,-0.862660276905,-0.738147309369,-0.391065451842,-0.756990368257,0.999605791972,-0.564167469489,-0.18045180328,Ca55,5/2,-,1.0,-285.522791,Ca55,5/2,-,1.0,-285.522791,11.6084559,0.6675998155248921,-0.1107990885849513,12.16525662693994,1.5147785359392,-3.7535550649206,-0.4739888294425999,3.5732922518232315
15412,4,-0.336678037786,-0.337633529024,-0.337496673934,-0.250521781007,2.487066264973,1.480662155906,-0.000377765293,-1.111432020387,0.816046597305,0.522983321575,-0.851961796265,-0.754939462783,-0.465960461307,-0.696210370241,0.9702425976,-0.082520950317,0.022949233772,Ca55,5/2,-,1.0,-202.895604,Ca55,5/2,-,1.0,-202.895604,12.7696069,0.5466001367784875,-0.1321993621570668,13.18400767462142,1.5915348456348,-3.6746917997896005,-0.4700642856589997,3.7131076694086613
17862,4,-0.339407331906,-0.346224882003,-0.344764017923,-0.235294677209,2.622145616686,0.926474485368,-0.034361135771,-1.278659916215,0.797885795311,0.242501864652,-0.893021379595,-0.774986637344,-0.633464644149,-0.470639849557,0.86827824714,2.695208283526,0.609130728323,Ca55,5/2,-,1.0,-142.208309,Ca55,5/2,-,1.0,-142.208309,13.351863,0.6057401100703204,-0.1179793374608592,13.83962377260946,1.6025844595963,-3.2266842795839,-0.5138981021556001,3.8003663853120084
18060,4,-0.340280973313,-0.340546121747,-0.341688787882,-0.237628162514,2.577477992714,1.145271295162,0.083405575355,-0.888401597679,0.806921994071,0.284284851188,-0.836000012719,-0.765847644927,-0.403501795356,-0.789390242156,0.956625533854,-2.363699016063,-0.239097286356,Ca55,5/2,-,1.0,-162.979685,Ca55,5/2,-,1.0,-162.979685,13.2470717,0.43539037844759,-0.1262677763418716,13.556194302105718,1.5906807181662006,-3.3710252137558,-0.4694534607864001,3.7628918655876515
18208,6,-0.344004966406,-0.343946783263,-0.347869116257,-0.234567495303,2.666463812408,1.094527839182,0.009644544733,-0.890962729802,0.747596188667,0.3038638834,-0.892955134995,-0.719420368298,-0.476276238839,-0.620618557429,0.987753542416,1.500127316468,0.420315707058,Ca55,5/2,-,1.0,-242.673653,Ca55,5/2,-,1.0,-242.673653,13.7684365,0.8103429769043118,-0.0980521976661124,14.4807272792382,1.6380130097483,-3.5802974473974998,-0.4405044643335999,3.883798162783205
23778,4,-0.328657229577,-0.327255432275,-0.329000960225,-0.240573665232,2.343591832867,1.491773843029,0.02982155246,-1.063158302609,0.699066698757,0.499009200744,-0.753879185394,-0.727061343852,-0.305586469849,-0.875137485332,1.099406253431,3.884709223548,0.661740777372,Ca55,5/2,-,1.0,-162.089484,Ca55,5/2,-,1.0,-162.089484,13.8049509,0.6963070867246771,-0.1188833824757182,14.382374604248957,1.6868552188457,-0.9692115198028,-0.5055268725319,3.8711155361534946
24111,6,-0.347389784031,-0.352137646931,-0.346436021317,-0.255202894287,2.789459639443,1.016714226466,-0.025814968845,-1.173114194817,0.843037170003,0.567857783434,-0.875215889135,-0.738656850867,-0.534748542359,-0.608230254267,0.923811002799,-0.401198370376,0.171126088353,Ca55,5/2,-,1.0,-338.924743,Ca55,5/2,-,1.0,-338.924743,11.6001857,0.7276066037954364,-0.0858236831184723,12.241968620676966,1.6107739911907997,-3.8053173953579,-0.44348049326470024,3.5840102553811093
